"title","date_time_begin","date_time_end","url","location_name","location_lat","location_lng","tags"
"Haskell Meeting","2015-06-30T19:30:00","2015-06-30T21:30:00","http://www.haskell-munich.de/dates","Café Puck","48.149403962","11.5751716915","haskell"
"Bitcoin Stammtisch","2015-07-01T18:00:00","2015-07-01T22:00:00","http://www.meetup.com/Bitcoin-Munich/events/222928858/","Wirtshaus Zum Straubinger","48.1337552","11.5743953684","bitcoin"
"GeoDev Meetup","2015-07-02T18:00:00","2015-07-02T20:00:00","http://www.meetup.com/GeoDev-Meet-Up-Group-Deutschland/events/220027050/","Werk1","48.1250276","11.6070937","geo"
"Munich Maker Lab - Weekly Meetup","2015-07-02T19:00:00","2015-07-02T22:00:00","http://www.meetup.com/The-Hacking-Room-Project-Munich/events/223520066/","Munich Maker Lab","48.0966075","11.5320392","maker|hackerspace"
"OpenHack Munich","2015-07-07T18:00:00","2015-07-07T22:00:00","http://www.meetup.com/OpenHack-Munich/events/223395815/","Munich Maker Lab","48.0966075","11.5320392","code|hack"
"Scala collections: performance and outlook","2015-07-07T18:00:00","2015-07-07T21:00:00","http://www.meetup.com/ScalaMuc/events/223353943/","Codecentric","48.1371491","11.5238816","scala"
"TYPO3 User Group Munich","2015-07-07T19:00:00","","http://www.mtug.de/","Kulturzentrum Giesinger Bahnhof","48.1102657","11.5961886","typo3|php|cms|flow|neos"
"Wikipedia-Stammtisch","2015-07-07T19:00:00","2015-07-07T21:00:00","https://de.wikipedia.org/wiki/Wikipedia:M%C3%BCnchen","Hofbräukeller München","48.13418425","11.5951801990901","wikipedia|wikimedia"
"OK LAB München: Mietspiegel","2015-07-08T18:00:00","2015-07-08T21:00:00","http://www.meetup.com/code-for-muenchen/events/223179128/","Münchner Merkur","48.1386711885","11.5557181835","opendata"
"Virtualizing a high-traffic Java Application","2015-07-08T18:30:00","2015-07-08T20:30:00","http://www.meetup.com/Lightweight-Java-User-Group-Munchen/events/223178058/","","","","java"
"Ruby User Group Meetup","2015-07-08T19:00:00","2015-07-08T21:00:00","http://www.meetup.com/Munich-Rubyshift-Ruby-User-Group/events/221711164/","","","","ruby|rails"
"Go and Clojure: Let's talk about non-mainstream programming languages","2015-07-09T18:00:00","2015-07-09T21:00:00","http://www.meetup.com/inovex-munich/events/223125335/","Inovex GmbH","48.1362832","11.6635262","clojure|go"
"Softwerkskammer München","2015-07-09T19:00:00","2015-07-09T22:00:00","http://www.meetup.com/Software-Craftsmanship-Meetup-Softwerkskammer-Munchen/events/222994441/","codecentric AG","48.1371125","11.523929","tdd|clean code|software craftsmanship"
"ECMAScript 6","2015-07-09T19:00:00","2015-07-09T22:00:00","http://www.munichjs.org/meetups/?event_id=59","Westwing Home & Living GmbH","48.1315679","11.6143972","javascript"
"Performance Testing","2015-07-09T19:00:00","2015-07-09T22:00:00","http://www.meetup.com/Munchen-Web-Performance-Group/events/222863423/","edicos websolutions","48.1059422","11.5668324","performance"
"MOOC Stammtisch","2015-07-09T19:00:00","2015-07-09T22:00:00","http://www.meetup.com/MOOC-Stammtisch-Munich/events/223487348/","Max-Emanuel Brauerei","48.1526921","11.576454","elearning"
"Java User Group: Play, Akka im Cluster","2015-07-13T19:00:00","2015-07-13T21:00:00","http://jugm.de/","mgm technology partners","48.1881217","11.5856197","java|akka"
"AWS UG Meetup","2015-07-13T19:00:00","2015-07-13T21:00:00","http://www.meetup.com/AWS-Munich/events/222476323/","Amazon Web Services Germany GmbH","48.18274065","11.5955550089701","aws"
"Agile Tuesday: Vom Scrum Master zum Agilen Coach","2015-07-14T18:30:00","2015-07-14T21:00:00","http://agiletuesday.org/content/wo-und-wann","Hofbräuhaus (Erkerzimmer)","48.1378412","11.5801584","agile|projektmanagement"
"Python User Group: My Favorite Python Tool/Framework","2015-07-14T18:30:00","2015-07-14T20:30:00","http://www.meetup.com/Munchen-Python-Data/events/222287389/","LMU (Informatik), Raum L 1.09","48.149749","11.594388","python|microservices"
"Cryptography in the Browser","2015-07-14T18:30:00","2015-07-14T20:30:00","http://www.meetup.com/Crypto-Munich/events/223652045/","FTAPI Software GmbH","48.1426672","11.648853","security|cryptography"
"OpenStreetMap Treffen","2015-07-14T19:00:00","2015-07-14T21:00:00","http://wiki.openstreetmap.org/wiki/M%C3%BCnchen","Wirtshaus zum Wendlinger","48.15192","11.52714","openstreetmap"
"Mobile Dev Group","2015-07-14T19:00:00","2015-07-14T21:00:00","http://www.meetup.com/Mobile-Dev-Munich/events/223355834/","AutoScout 24 GmbH","48.1320337411","11.6142117977","mobile"
"Arbeiten an der ownCloud Contacts-App","2015-07-15T19:00:00","2015-07-15T21:00:00","http://www.meetup.com/owncloud-munich/events/223109050/","Werk1","48.1250276","11.6070937","owncloud"
"Bitcoin Hands-on Workshop","2015-07-15T19:00:00","2015-07-15T22:00:00","http://www.meetup.com/Bitcoin-Munich/events/223333202/","Munich Maker Lab","48.0966075","11.5320392","bitcoin"
"Moderne Web Apps von Start 2 End","2015-07-21T18:00:00","2015-07-21T20:00:00","http://www.munichdot.net/events/event/2015-07-21","Telerik (Gebäude Nr. 8)","48.1177391941","11.6039550304",".net"
"OWASP: Highlights der AppSecEU und Hack in the Box","2015-07-21T19:00:00","2015-07-21T21:00:00","https://www.owasp.org/index.php?title=OWASP_German_Chapter_Stammtisch_Initiative/M%C3%BCnchen","Restaurant Villa Flora","48.1314036044","11.5297329426","security"
"Smart Home in the Insurance industry","2015-07-21T19:00:00","2015-07-21T22:00:00","http://www.meetup.com/IoTMunich/events/223256718/","Wayra Academy","48.1377992","11.5716645528","iot"
"Munich DataGeeks","2015-07-22T18:00:00","2015-07-22T21:00:00","http://www.meetup.com/Munich-Datageeks/events/223765502/","TrustYou HQ - Munich Center of Technology","48.173763072","11.5320503712","data|machine learning"
"PHP User Group","2015-07-22T18:30:00","2015-07-22T22:00:00","http://www.meetup.com/phpugmunich/events/220171816/","BörseGo AG (Haus 11 / 3. OG)","48.1188995210734","11.6032791137695","php"
"Ruby User Group Meetup","2015-07-22T19:00:00","2015-07-22T22:00:00","http://www.meetup.com/Munich-Rubyshift-Ruby-User-Group/events/221711164/","Metoda.com","48.1390008","11.5542892","ruby|rails"
"3D-Druckerstammtisc­h","2015-07-22T19:00:00","2015-07-22T23:00:00","http://www.meetup.com/The-Hacking-Room-Project-Munich/events/223783774/","Munich Maker Lab","48.0966075","11.5320392","3d printing"
"Munich Maker Lab - Weekly Meetup","2015-07-23T19:00:00","2015-07-23T22:00:00","http://www.meetup.com/The-Hacking-Room-Project-Munich/events/223992399/","Munich Maker Lab","48.0966075","11.5320392","maker|hackerspace"
"Open-Source-Treffen","2015-07-24T18:00:00","2015-07-24T21:00:00","http://www.opensourcetreffen.de/","Cafe Netzwerk","48.1440478225","11.5624022484","opensource"
"Nodebots day","2015-07-25T14:00:00","2015-07-25T18:00:00","http://www.meetup.com/Munchen-Arduino-Meetup/events/223888836/","Munich Maker Lab","48.0966075","11.5320392","nodejs|arduino"
"DevOps Munich","2015-07-27T18:00:00","2015-07-27T21:00:00","http://www.meetup.com/DevOpsMunich/events/223918048/","Café Vorhölzer Forum","48.1480065552","11.567927599","puppet|devops|nixos|kubernetes"
"Search Meetup","2015-07-28T18:30:00","2015-07-28T21:00:00","http://www.meetup.com/Search-Meetup-Munich/events/223572356/","Gutefrage.net GmbH","48.1430527223","11.5406119823","search|elasticsearch"
"Monatlicher Podcast(hör)erinnen­-Treff","2015-07-28T19:30:00","2015-07-28T22:00:00","http://www.meetup.com/podcast-muc/events/223409857/","Wirtshaus zum Wendlinger","48.15192","11.52714","podcast"
"AngularJS Meetup","2015-07-29T19:00:00","2015-07-29T22:00:00","http://www.meetup.com/AngularJS-Munich/events/223648571/","Altran","48.1430641","11.5476172","javascript|angularjs"
"Freifunk München","2015-07-29T20:00:00","2015-07-29T22:00:00","http://freifunk-muenchen.de/","Chaos Computer Club München (CCC)","48.153661358","11.5607768297","freifunk"
"TechTalk: DevOps in Webagenturen","2015-07-30T19:00:00","2015-07-30T21:30:00","https://www.techdivision.com/unternehmen/messen-und-events.html","TechDivision GmbH","48.1175099905728","11.603718996048","devops|entwicklung|webagentur"
"Refresh Munich","2015-07-30T19:00:00","2015-07-30T22:00:00","http://refreshmunich.com/","Max-Emanuel Brauerei","48.1526921","11.576454","design|ux"
"Node.JS User Group","2015-07-30T19:00:00","2015-07-30T22:00:00","http://www.mnug.de/","TNG Technology Consulting GmbH","48.1859589","11.6545939","javascript"
"TYPO3 User Group Munich","2015-08-04T19:00:00","","http://www.mtug.de/","Augustiner Biergarten/Keller","48.14376075","11.5516629421","typo3|php|cms|flow|neos"
"TeX-Stammtisch","2015-08-05T19:00:00","2015-08-05T21:00:00","http://www.siart.de/typografie/stammtisch.xhtml","Wirtshaus »Zum Brünnstein«","48.1293641902","11.6051305934","tex"
"Joomla User Group","2015-08-12T18:00:00","2015-08-12T21:00:00","http://www.jug-muenchen.de/termine.html","Dillinger Chicago Bar'n Grill","48.1348406197","11.4990592003","joomla"
"OpenStreetMap Treffen","2015-08-12T19:00:00","2015-08-12T21:00:00","http://wiki.openstreetmap.org/wiki/M%C3%BCnchen","Wirtshaus zum Wendlinger","48.15192","11.52714","openstreetmap"
"GDG Munich Meetup","2015-08-21T19:00:00","2015-08-21T21:30:00","https://plus.google.com/b/117253870280078392257/events/ch6v7mh0h2mjkgb6630g2npp8uo","JetBrains","48.1377805","11.5230628","google|munich|gdg|docker|adwords"
"Bean Test","2015-08-24T19:00:00","2015-08-24T21:00:00","http://jugm.de/","mgm technology partners","48.1881217","11.5856197","java"
"TYPO3 User Group Munich","2015-09-01T19:00:00","","http://www.mtug.de/","Kulturzentrum Giesinger Bahnhof","48.1102657","11.5961886","typo3|php|cms|flow|neos"
"Java Bytecode Generation","2015-09-03T19:30:00","2015-09-03T22:00:00","http://www.meetup.com/Munich-Lambda/events/223985478/","Codecentric","48.1371491","11.5238816","java"
"Microservices Meetup","2015-09-09T18:30:00","2015-09-09T21:00:00","http://www.meetup.com/Microservices-Meetup-Munich/events/223630772/","Einstein Kultur","48.1354323","11.6008539663","microservices"
"Wikipedia-Stammtisch","2015-09-09T19:00:00","2015-09-09T22:00:00","http://muc.wikipedia.de/","Hofbräukeller München","48.13418425","11.5951801990901","wikipedia|wikimedia"
"Die Open Government Tage 2015 der Landeshauptstadt München","2015-09-10T11:00:00","2015-09-12T14:00:00","https://www.muenchen.de/opengovernmenttage","Festsaal Altes Rathaus und Ratstrinkstube Neues Rathaus ","48.1371747946605","11.5766716003418","open government|opensource|landeshauptstadt|muenchen"
"TYPO3camp Munich","2015-09-11T19:00:00","2015-09-13T17:00:00","http://typo3camp-munich.de/","SVG BAYERN eG","48.1758175","11.5246959","typo3|t3cm"
"Microservice-Deploy­ment ganz einfach","2015-09-15T18:30:00","2015-09-15T21:00:00","http://www.meetup.com/Lightweight-Java-User-Group-Munchen/events/222963077/","","","","microservices|deployment"
"Plone 5 Release Party & Sprint","2015-09-16T18:00:00","2015-09-20T18:00:00","http://plone5.de/#about","LMU (Informatik)","48.1500233","11.5942831","python|plone"
"#OktoberfestOfThings Hackday 2015","2015-09-18T09:30:00","2015-09-18T21:00:00","http://www.meetup.com/IoTMunich/events/225340428/","","","","iot"
"Jetro - JSON Transformations on the Fly","2015-09-21T19:00:00","2015-09-21T22:00:00","http://rg-muenchen.gi.de/veranstaltungen","","","","informatik"
"Monatlicher Podcast(hör)erinnen-Treff","2015-09-21T19:30:00","2015-09-21T22:30:00","http://www.meetup.com/podcast-muc/events/224245329/","","","","podcast"
".NET User Group: Meeting im September","2015-09-22T18:00:00","2015-09-22T21:00:00","http://www.munichdot.net/events/Event/2015-09-22","","","",".net"
"Python and Plone User Group Meeting","2015-09-22T18:30:00","2015-09-22T21:30:00","http://www.meetup.com/Munchen-Python-Data/events/225176004/","","","","python|plone"
"Cassandra Summit 2015 Live Stream","2015-09-23T01:00:00","2015-09-23T23:45:00","http://www.meetup.com/Munchen-Cassandra-Users/events/225067340/","","","","nosql|cassandra"
"58. JUG-München Treffen [Workshop]","2015-09-23T18:00:00","2015-09-23T21:00:00","http://www.jug-muenchen.de/termine/event/34-58-jug-muenchen-treffen-workshop.html","","","","php|cms|joomla"
"Docker Meetup ","2015-09-24T18:30:00","2015-09-24T22:00:00","http://www.meetup.com/Docker-Munich/events/224784770/","Stylight Headquarters","48.1506493","11.5467979","security|meetup|docker|microservices|containers"
"ConductR – Introduction and Design Insights","2015-09-24T19:00:00","2015-09-24T22:00:00","http://www.meetup.com/ScalaMuc/events/223781278/","","","","scala"
"MuMaLab: Weekly Meetup","2015-09-24T19:00:00","2015-09-24T22:00:00","http://www.meetup.com/The-Hacking-Room-Project-Munich/events/cdzjglytmbgc/","","","","maker|hackerspace"
"Open-Source-Treffen","2015-09-25T18:00:00","","https://www.opensourcetreffen.de/","Cafe Netzwerk","48.1440478225","11.5624022484","open source|systemd|freie software|floss"
"Munich DataGeeks - September 2015 Edition","2015-09-25T19:00:00","2015-09-25T22:00:00","http://www.meetup.com/Munich-Datageeks/events/225231909/","","","","machine_learning|data"
"Kurvendiskussion","2015-09-28T18:00:00","2015-09-28T21:00:00","http://www.meetup.com/Munchner-Monitoring-Stammtisch/events/224872278/","","","","monitoring"
"AngularJS und trotzdem typsicher?  Ein Erfahrungsbericht zur Frontend-Modernisierung","2015-09-28T19:00:00","2015-09-28T22:00:00","http://rg-muenchen.gi.de/veranstaltungen","","","","informatik"
"Symfony User Group Meetup Munich #sfugmuc","2015-09-29T18:30:00","2015-09-29T21:30:00","http://www.meetup.com/sfugmunich/events/224029031/","","","","php|cms|symfony"
"IOT @ IBM","2015-09-29T19:00:00","2015-09-29T22:00:00","http://www.meetup.com/IoTMunich/events/223829782/","","","","iot"
"Big Data in Genomics: How Neo4j helps to develop new Drugs","2015-09-29T19:00:00","2015-09-29T22:00:00","http://www.meetup.com/graphdb-munich/events/224306542/","","","","nosql|graph"
"Freifunk München","2015-09-30T20:00:00","2015-09-30T23:00:00","https://ffmuc.net/","","","","freifunk"
"MuMaLab: Weekly Meetup","2015-10-01T19:00:00","2015-10-01T22:00:00","http://www.meetup.com/The-Hacking-Room-Project-Munich/events/cdzjglytnbcb/","","","","maker|hackerspace"
"Go Group: 1. October Meetup","2015-10-01T19:00:00","2015-10-01T22:00:00","http://www.meetup.com/Munich-Gophers-Go-User-Group/events/225012760/","","","","go"
"DevOps Munich (October 2015)","2015-10-05T18:30:00","2015-10-05T21:30:00","http://www.meetup.com/DevOpsMunich/events/225176488/","","","","devops"
"Co-Creation und Innovation bei der Entwicklung digitaler IT-Produkte","2015-10-05T19:30:00","2015-10-05T22:30:00","http://rg-muenchen.gi.de/veranstaltungen","","","","informatik"
"Free Full Day NoSQL Training brought to you by Couchbase, Bigstep & comSysto!","2015-10-06T08:00:00","2015-10-06T11:00:00","http://www.meetup.com/Lightweight-Java-User-Group-Munchen/events/225506890/","","","","nosql"
"Python and Plone User Group Meeting","2015-10-06T18:30:00","2015-10-06T21:30:00","http://www.meetup.com/Munchen-Python-Data/events/225594633/","","","","python|plone"
"TYPO3 User Group Munich","2015-10-06T19:00:00","","http://www.mtug.de/","Kulturzentrum Giesinger Bahnhof","48.1102657","11.5961886","typo3|php|cms|flow|neos"
"Data Lake and the rise of the microservices","2015-10-06T19:00:00","2015-10-06T22:00:00","http://www.meetup.com/Hadoop-User-Group-Munich/events/225012795/","","","","hadoop"
"Requirements Engineering - die Entwicklungen seit 2000 und ein Blick in die Zukunft","2015-10-07T17:30:00","2015-10-07T20:30:00","http://rg-muenchen.gi.de/veranstaltungen","","","","informatik"
"Bitcoin-Stammtisch München","2015-10-07T18:00:00","2015-10-07T21:00:00","http://www.meetup.com/Bitcoin-Munich/events/224807415/","","","","bitcoin"
"Digital Analytics Association Late Afternoon (DAALA) München","2015-10-07T18:30:00","2015-10-07T21:00:00","http://daa-germany.org/events/daala-muenchen-mittwoch-7-oktober-bei-stylight-in-der-nymphenburger-str-86-mit-tableau/","Stylight Headquarters","48.1506493","11.5467979","business cluster|data_analytics|digitalanalyse"
"Digital Visual Art Meetup: Was ist eine gute Animation?","2015-10-07T19:00:00","2015-10-07T22:00:00","http://www.meetup.com/munich-indie/events/223722924/","","","","gamedev"
"MuMaLab: Weekly Meetup","2015-10-08T19:00:00","2015-10-08T22:00:00","http://www.meetup.com/The-Hacking-Room-Project-Munich/events/225451693/","","","","maker|hackerspace"
"CocoaHeads Munich","2015-10-08T19:00:00","2015-10-08T22:00:00","http://cocoaheads.org/de/Munich/","","","","ios|mac|osx"
"Let's talk and code at the 35th session of softwerkskammer Munich","2015-10-08T19:00:00","2015-10-08T22:00:00","http://www.meetup.com/Software-Craftsmanship-Meetup-Softwerkskammer-Munchen/events/225430103/","","","","tdd|cleancode"
"MU:MUC Mobile Users München","2015-10-09T18:30:00","2015-10-09T23:45:00","http://www.meetup.com/MU-MUC/events/219662222/","","","","mobile"
"Meteor Global Distributed Hackathon","2015-10-10T09:00:00","2015-10-10T22:00:00","http://www.meetup.com/Meteor-Munich/events/225667310/","Stylight Headquarters","48.1506493","11.5467979","javascript|meteor"
"Wikipedia-Stammtisch","2015-10-10T19:00:00","","https://de.wikipedia.org/wiki/Wikipedia:M%C3%BCnchen","Schoberwirt","48.1248565","11.5801371","wiki|wikipedia|wikimedia"
"GameDevMuc-Stammtisch","2015-10-12T19:00:00","2015-10-12T22:00:00","http://www.meetup.com/munich-indie/events/221042762/","","","","gamedev"
"Ansible München kickoff meeting","2015-10-12T19:00:00","2015-10-12T22:00:00","http://www.meetup.com/Ansible-Munchen/events/223240048/","","","","devops|ansible"
"Enterprise Services Planning","2015-10-13T18:30:00","2015-10-13T21:30:00","http://agiletuesday.org/content/wo-und-wann","","","","agile"
"Microservices Meetup Munich - October","2015-10-13T18:30:00","2015-10-13T21:30:00","http://www.meetup.com/Microservices-Meetup-Munich/events/225279665/","","","","microservices"
"59. JUG-München Treffen","2015-10-14T18:00:00","2015-10-14T21:00:00","http://www.jug-muenchen.de/termine/event/35-59-jug-muenchen-treffen.html","","","","php|cms|joomla"
"Game Audio Muc - Stammtisch","2015-10-14T19:00:00","2015-10-14T22:00:00","http://www.meetup.com/munich-indie/events/225416979/","","","","gamedev"
"Ruby User Group Meetup","2015-10-14T19:00:00","2015-10-14T22:00:00","http://www.meetup.com/Munich-Rubyshift-Ruby-User-Group/events/221711190/","","","","ruby|rails"
"After Cassandra Summit 2015 Meetup","2015-10-14T19:00:00","2015-10-14T22:00:00","http://www.meetup.com/Munich-NoSQL-Meetup/events/225530362/","","","","nosql|cassandra"
"AWS UG Oct Meetup - re:Invent Edition","2015-10-14T19:00:00","2015-10-14T22:00:00","http://www.meetup.com/AWS-Munich/events/222476342/","","","","cloud|iaas"
".NET User Group: Meeting im Oktober","2015-10-15T18:00:00","2015-10-15T21:00:00","http://www.munichdot.net/events/Event/2015-10-15","","","",".net"
"MongoDB Neo4j Connector","2015-10-15T19:00:00","2015-10-15T22:00:00","http://www.meetup.com/graphdb-munich/events/224894982/","","","","mongodb|nosql|graph"
"MuMaLab: Weekly Meetup","2015-10-15T19:00:00","2015-10-15T22:00:00","http://www.meetup.com/The-Hacking-Room-Project-Munich/events/225608891/","","","","maker|hackerspace"
"#1 IT Fuckup Meetup","2015-10-15T19:00:00","2015-10-15T22:00:00","http://www.meetup.com/IT-Fuckup-Munich/events/223890786/","","","","fail"
"GDG DevFest Munich 2015","2015-10-16T18:00:00","2015-10-16T23:30:00","http://www.meetup.com/gdg-munich/events/225844836/","","","","google"
"GameDev Tech Talk: Intro to iOS development (Suren Hakobyan)","2015-10-19T19:00:00","2015-10-19T22:00:00","http://www.meetup.com/munich-indie/events/225540891/","","","","gamedev"
"Monatlicher Podcast(hör)erinnen-Treff","2015-10-19T19:30:00","2015-10-19T22:30:00","http://www.meetup.com/podcast-muc/events/225814709/","","","","podcast"
"Python and Plone User Group Meeting - Topic: Review PloneConf 2015","2015-10-20T18:30:00","2015-10-20T21:30:00","http://www.meetup.com/Munchen-Python-Data/events/225202185/","","","","python|plone"
"Advanced Arduino with Blueberrye.io","2015-10-20T19:00:00","2015-10-20T22:00:00","http://www.meetup.com/Munchen-Arduino-Meetup/events/225278852/","","","","arduino|microcontroller"
"The unsatisfied Security Requests of the Web (Bastian Braun)","2015-10-20T19:00:00","2015-10-20T22:00:00","https://www.owasp.org/index.php/OWASP_German_Chapter_Stammtisch_Initiative/M%C3%BCnchen","","","","security|owasp"
"Bitcoin Hands-on Workshop","2015-10-21T19:00:00","2015-10-21T22:00:00","http://www.meetup.com/Bitcoin-Munich/events/225945449/","","","","bitcoin"
"Drupal User Group am 21.10.2015 im Eine Welt Haus","2015-10-21T19:00:00","2015-10-21T21:00:00","https://groups.drupal.org/node/486038","","","","php|cms|drupal"
"Work on new WebDAV backend – focusing on contacts sync","2015-10-21T19:00:00","2015-10-21T22:00:00","http://www.meetup.com/owncloud-munich/events/225391082/","","","","owncloud"
"JS Coding Night [Oct 21]","2015-10-21T19:00:00","2015-10-21T23:00:00","http://www.meetup.com/JS-Coding-Nights-Munich/events/226124311/","","","","javascript"
"Linux Stammtisch","2015-10-21T19:30:00","2015-10-21T22:30:00","http://www.muc-lug.de/html/termine.html","","","","linux"
"MuMaLab: Weekly Meetup","2015-10-22T19:00:00","2015-10-22T22:00:00","http://www.meetup.com/The-Hacking-Room-Project-Munich/events/225785637/","","","","maker|hackerspace"
"Sixth Software Performance Meetup","2015-10-22T19:00:00","2015-10-22T22:00:00","http://www.meetup.com/Software-Performance-Meetup-Group/events/224397612/","","","","performance"
"October Meet & Greet - DDOS protection","2015-10-22T19:00:00","2015-10-22T22:00:00","http://www.meetup.com/MUC-SEC/events/225876824/","","","","security"
"Event Sourcing and CQRS with Akka Persistence and Eventuate","2015-10-22T19:00:00","2015-10-22T22:00:00","http://www.meetup.com/ScalaMuc/events/223834065/","","","","scala"
"21th Munich Node.js User Group Meetup","2015-10-22T19:00:00","2015-10-22T22:00:00","http://www.meetup.com/Munich-Node-js-User-Group/events/226142201/","","","","nodejs|javascript"
"Open-Source-Treffen","2015-10-23T18:00:00","","https://www.opensourcetreffen.de/","Cafe Netzwerk","48.1440478225","11.5624022484","open source|freie software|floss|ansible"
"Mini Game Jam","2015-10-24T10:00:00","2015-10-25T17:00:00","http://www.meetup.com/munich-indie/events/223125550/","","","","gamedev"
"2. Pizza, Bugs & Fun","2015-10-24T10:00:00","2015-10-24T18:00:00","http://www.jug-muenchen.de/termine/event/38-2-pizza-bugs-fun.html","","","","php|cms|joomla"
"Logging mit Graylog","2015-10-26T18:00:00","2015-10-26T21:00:00","http://www.meetup.com/Munchner-Monitoring-Stammtisch/events/226032722/","","","","monitoring"
"Search Meetup Munich - October Edition","2015-10-26T18:30:00","2015-10-26T21:30:00","http://www.meetup.com/Search-Meetup-Munich/events/225607621/","Codecentric","48.1371491","11.5238816","solr|lucene|search|elasticsearch|full-text search"
"Migration einer ERP-Desktop-Anwendung in eine Webanwendung","2015-10-26T19:00:00","2015-10-26T22:00:00","http://rg-muenchen.gi.de/veranstaltungen","","","","informatik"
"Talk: Linux System Programming Basics with Rust","2015-10-27T18:00:00","2015-10-27T21:00:00","http://www.meetup.com/rust-munich/events/224140986/","","","","rust"
"ECMAScript 6 - Generators","2015-10-27T19:00:00","2015-10-27T22:00:00","http://www.meetup.com/JavaScript-The-Language/events/225584630/","","","","javascript"
"IoT & Business: How to sell an App on four wheels?","2015-10-27T19:00:00","2015-10-27T23:00:00","http://www.meetup.com/IoTMunich/events/224764751/","","","","iot"
"3D-Drucken – Live und mit Carbon - Nerd Rider Vortrag","2015-10-28T15:00:00","2015-10-28T19:00:00","http://www.nerd-rider.com/","Format D GmbH","48.0989411115295","11.5288960933685","3d drucken|carbon drucken|rapid prototyping"
"PHP User Group Munich Meeting","2015-10-28T18:30:00","2015-10-28T22:00:00","http://www.meetup.com/phpugmunich/events/220171811/","Westwing Home & Living GmbH","48.1315679","11.6143972","php"
"Freifunk München","2015-10-28T20:00:00","2015-10-28T23:00:00","https://ffmuc.net/","","","","freifunk"
"TechTalk: First things first – Weil Agilität schon beim Anforderungsmanagement beginnt","2015-10-29T19:00:00","2015-10-29T21:30:00","https://www.techdivision.com/unternehmen/messen-und-events.html","TechDivision GmbH","48.1175099905728","11.603718996048","agile|story mapping|anforderungsmanagement|scrum|user stories|agiles manifest"
"MuMaLab: Weekly Meetup","2015-10-29T19:00:00","2015-10-29T22:00:00","http://www.meetup.com/The-Hacking-Room-Project-Munich/events/cdzjglytnbmc/","","","","maker|hackerspace"
"UX Testing Speed Dating","2015-11-02T19:00:00","2015-11-02T22:00:00","http://www.meetup.com/UX-Munich/events/226170753/","","","","design|ux"
"Distributed Caching with JCache and Beyond","2015-11-03T18:30:00","2015-11-03T21:30:00","http://www.meetup.com/Lightweight-Java-User-Group-Munchen/events/226161681/","","","","java"
"Python and Plone User Group Meeting - Topic: Provisioning Tools (Ansible, Salt)","2015-11-03T18:30:00","2015-11-03T21:30:00","http://www.meetup.com/Munchen-Python-Data/events/225857552/","","","","python|plone|salt|ansible"
"TYPO3 User Group Munich","2015-11-03T19:00:00","","http://www.mtug.de/","Kulturzentrum Giesinger Bahnhof","48.1102657","11.5961886","typo3|php|cms|flow|neos"
"Vim Meetup","2015-11-03T19:00:00","2015-11-03T22:00:00","http://www.meetup.com/Vim-Munich/events/225652452/","","","","vim"
"Bitcoin-Stammtisch München","2015-11-04T18:00:00","2015-11-04T21:00:00","http://www.meetup.com/Bitcoin-Munich/events/226084330/","","","","bitcoin"
"Enter the Snake Pit for Fast and Easy Spark","2015-11-04T18:30:00","2015-11-04T21:30:00","http://www.meetup.com/Munchen-Cassandra-Users/events/226231220/","","","","nosql|cassandra"
"Cassandra Part II","2015-11-04T19:00:00","2015-11-04T22:00:00","http://www.meetup.com/Munich-NoSQL-Meetup/events/226230459/","","","","nosql"
"Digital Visual Art Meetup: TOPIC GOES HERE","2015-11-04T19:00:00","2015-11-04T22:00:00","http://www.meetup.com/munich-indie/events/226051506/","","","","gamedev"
"Symposium on Software Performance","2015-11-05T09:00:00","2015-11-06T18:00:00","http://www.performance-symposium.org/2015/","Vorhoelzer Forum","48.14854945","11.5666759715729","performance"
"Nachlese Oracle Open World","2015-11-05T17:30:00","2015-11-05T20:30:00","http://www.doag.org/de/events/regionaltreffen/muenchensuedbayern.html","","","","oracle"
"MuMaLab: Weekly Meetup","2015-11-05T19:00:00","2015-11-05T22:00:00","http://www.meetup.com/The-Hacking-Room-Project-Munich/events/cdzjglytpbhb/","","","","maker|hackerspace"
"BitShares Munich - Crypto Currencies, Crowdfunding, Instant Online Banking","2015-11-05T19:00:00","2015-11-05T22:00:00","http://www.meetup.com/BitShares-Munich/events/226144398/","","","","bitcoin"
"Robotics Art Competition","2015-11-06T18:00:00","2015-11-06T21:00:00","http://www.meetup.com/Munchen-robotics-enthusiasts/events/226416485/","","","","robotics"
"AWS UG Nov Meetup","2015-11-09T19:00:00","2015-11-09T22:00:00","http://www.meetup.com/AWS-Munich/events/222476355/","","","","cloud|iaas"
"GameDevMuc-Stammtisch","2015-11-09T19:00:00","2015-11-09T22:00:00","http://www.meetup.com/munich-indie/events/226290705/","","","","gamedev"
"Lead your Talk","2015-11-10T18:30:00","2015-11-10T21:30:00","http://agiletuesday.org/content/wo-und-wann","","","","agile"
"Mobilfunk und Software Engineering. Die 4G Mobilfunkgeneration LTE und Ausblick auf 5G","2015-11-10T19:00:00","2015-11-10T22:00:00","http://rg-muenchen.gi.de/veranstaltungen","","","","informatik"
"Vergleich von Abfrageoperationen auf einer Oracle 12c und einer Neo4j Datenbank","2015-11-10T19:00:00","2015-11-10T22:00:00","http://www.meetup.com/graphdb-munich/events/225061456/","","","","nosql|graph"
